code,name,lat,lon,junction,source
SAWN,Sohansra,28.407669,75.860262,,osm
SAY,Sayama,22.391871,72.65934,,osm
SBB,Sahibabad Junction,28.674278,77.364435,,osm
SBD,Sleemanabad Road,23.614619,80.285369,,osm
SBDP,Sabdalpur Junction,25.427768,86.438708,,osm
SBDR,Sonbhadra,24.685813,83.077538,,osm
SBG,Sahibganj,25.241041,87.63429,,osm
SBGR,Subhas Gram,22.413182,88.434164,,osm
SBH,Sulebhavi,15.911222,74.638029,,osm
SBHN,Shri Bhavnath,23.81439,73.585302,,osm
SBIB,Sabarmati,23.077071,72.589068,,osm
SBJ,Sarai Banjara,30.537596,76.515446,,osm
SBK,Shahbaz Kuli,25.631599,83.675125,,osm
SBL,Sabalgarh,26.25077,77.408526,,osm
SBLJ,Shri Balaji,27.416808,73.538079,,osm
SBLT,Shri Bhadriya Lathi,27.031254,71.516511,,osm
SBM,Sonbarsa Kacheri,25.793799,86.596093,,osm
SBNM,Subarnamrigi,24.283594,88.293923,,osm
SBNR,Shri Vijainagar,29.240309,73.522709,,osm
SBO,Sabaur,25.23852,87.045967,,osm
SBP,Sambalpur Junction,21.482963,83.961324,,osm
SBPD,Sambalpur Road,21.477722,83.976197,,osm
SBPS,Shaheed Baba Parav Halt,25.208351,84.261056,,osm
SBPY,Sambalpur City,21.476515,84.007668,,osm
SBR,Sambhar Lake,26.903891,75.179897,,osm
SBRA,Sarbahara,22.710239,81.910538,,osm
SBS,Sangrana Sahib,31.570134,74.890424,,osm
SBT,Sabarmati Junction,23.07126,72.587027,,osm
SBTJ,Bishnathganj,25.801522,81.934873,,osm
SBV,Simri Bakhtiyarpur,25.720934,86.597496,,osm
SBW,Shewbabudih,23.659859,86.39011,,osm
SBY,Solan Brewery,30.929165,77.114374,,osm
SBZ,Siswa Bazar,27.149219,83.756019,,osm
SCC,Sitapur Cantonment,27.557373,80.699431,,osm
SCH,Sachin,21.077878,72.874464,,osm
SCI,Sanchi,23.487634,77.736068,,osm
SCKR,Salichauka Road,22.834277,78.677109,,osm
SCM,Simhachalam,17.745314,83.220792,,osm
SCMN,Simhachalam North,17.751849,83.2097,,osm
SCN,Sondha Road,26.498352,78.484136,,osm
SCPD,Suchipind,31.334974,75.617617,,osm
SCPR,Shyama Charanpur,20.637635,85.619625,,osm
SCQ,Sham Chaurasi,31.458362,75.766012,,osm
SCSG,Shaheed Captain Shubham Gupta,27.157844,78.050737,,osm
SCV,Sukhchain,29.760303,74.990669,,osm
SCY,Sachiwalaya,25.595993,85.11746,,osm
SD,Sidhauli,27.284425,80.8376,,osm
SDAH,Sealdah,22.567379,88.371019,,osm
SDAM,Sundhiamau,27.117549,81.293738,,osm
SDBH,Sindri Block Hut,23.68206,86.437055,,osm
SDC,Saidabad,25.379348,82.121724,,osm
SDD,Sindhawadar,22.547282,70.894315,,osm
SDDN,Siddharth Nagar,27.27547,83.08806,,osm
SDE,Sadisopur,25.5665,84.91709,,osm
SDF,Sudsar,28.012451,73.786347,,osm
SDG,Sahadai Buzurg,25.661285,85.454848,,osm
SDGH,Shri Dungargarh,28.070893,74.005983,,osm
SDGM,Sardargram,23.071501,72.642439,,osm
SDH,Saradhna,26.340549,74.566359,,osm
SDHM,Sealdah,22.566606,88.369782,,osm
SDHR,Sandhanidhar,20.942764,70.71428,,osm
SDHS,Sidhirsai,22.502694,86.154269,,osm
SDI,Sagardighi,24.290875,88.093202,,osm
SDK,صادق آباد,28.3019,70.128593,,osm
SDL,Shahdol,23.285924,81.364841,,osm
SDLE,Swadinpur,24.233402,87.812089,,osm
SDLK,Sundlak,25.122954,76.450412,,osm
SDLP,Sadulpur Junction,28.631592,75.386369,,osm
SDMD,Sudamdih,23.654674,86.440394,,osm
SDMK,Sidmukh,28.893514,75.290577,,osm
SDPN,Sindpan,24.152966,75.037862,,osm
SDPR,Sardar Patel Marg,28.595829,77.167845,,osm
SDQ,سادھوکے,31.890327,74.242861,,osm
SDR,شاہدرہ ٹاؤن,31.626754,74.290599,,osm
SDRA,Sudharana,28.449292,76.430192,,osm
SDS,Sadulshahar,29.903019,74.172177,,osm
SDSL,Sandasal,22.639227,73.359878,,osm
SDT,Sadat,25.673545,83.308921,,osm
SDU,شہدادپور,25.928124,68.631455,,osm
SDUA,Sadura,33.675609,75.136298,,osm
SDUT,جامعہ سندھ,25.424305,68.281131,,osm
SDWR,Sidhwar,23.586321,85.480824,,osm
SDY,Sadhoogarh,30.582741,76.448226,,osm
SDZ,Sindhar,31.105742,75.254628,,osm
SE,Semla,22.043881,70.794061,,osm
SEB,Son Nagar Junction,24.881869,84.23093,,osm
SEE,Sonpur Junction,25.697262,85.166965,,osm
SEH,Sehore,23.214742,77.078289,,osm
SEJ,Sarkhej,22.982102,72.497519,,osm
SEL,Sankrail,22.562344,88.210446,,osm
SEO,Seohara,29.204564,78.580528,,osm
SEP,Sodpur,22.69964,88.382297,,osm
SEPR,Sherpur,28.922669,78.253926,,osm
SEQ,Sekha,30.379845,75.643787,,osm
SES,Semari,24.07007,73.841837,,osm
SEU,Sendra,26.078734,74.192,,osm
SEW,Sehal,28.894374,78.822938,,osm
SEX,Seroni Road,25.946234,76.885786,,osm
SEY,Seoni,22.07507,79.545897,,osm
SFA,Sanehra Halt,28.904651,77.282601,,osm
SFC,Saintala,20.434005,83.334737,,osm
SFDE,Safidon,29.397696,76.661804,,osm
SFE,Sanodiya,27.013197,75.279654,,osm
SFF,Sunera Pirkheri,23.475621,76.364036,,osm
SFG,Subedarganj,25.439443,81.790186,,osm
SFH,Safedabad,26.898033,81.116776,,osm
SFL,بستی شاہ نال ریلوے اسٹیشن,29.6183,71.560059,,osm
SFMU,Sunam Udham Singh Wala,30.129997,75.808292,,osm
SFNR,Saifee Nagar,22.699598,75.854295,,osm
SFW,Sarangpur,23.581152,76.487729,,osm
SFY,Shajapur,23.42531,76.297887,,osm
SFZ,Sinduriya Kachari,24.021582,76.926293,,osm
SG,Shahgarh,28.557251,80.049632,,osm
SGA,Shergarh,30.065535,74.949543,,osm
SGAC,Sogariya,25.23011,75.901433,,osm
SGAM,Sareigram,24.032487,82.195008,,osm
SGB,سنی گمبٹ,33.502291,71.672673,,osm
SGBA,Sir Gurudas Banerjee Halt,22.574175,88.385045,,osm
SGBJ,Surgaon Banjari,21.946563,76.544196,,osm
SGC,Saongi,21.796855,79.998008,,osm
SGD,Songadh,21.728615,71.886366,,osm
SGDM,Sigadam,18.360485,83.681428,,osm
SGDN,Sangaldan,33.244447,75.087673,,osm
SGDP,Sagadapata,21.244303,85.91141,,osm
SGF,Sangat,30.090642,74.835434,,osm
SGG,Sultanganj,25.241497,86.734991,,osm
SGH,شاہرگ,30.186854,67.709344,,osm
SGI,سانگی,27.758933,69.054436,,osm
SGJ,Safdarganj,26.914316,81.361688,,osm
SGL,Sagauli Junction,26.758519,84.739763,,osm
SGND,Shrigonda Road,18.598792,74.641938,,osm
SGNR,Sriganganagar Junction,29.931964,73.872345,,osm
SGO,Saugor Railway Station P...... 2,23.847203,78.744333,,osm
SGP,Sohagpur,22.693795,78.194872,,osm
SGR,Sangameshwar,17.201592,73.546396,,osm
SGRA,Sangaria,29.793148,74.466308,,osm
SGRD,Saragaon Road,22.018956,82.752237,,osm
SGRL,Singrauli,24.204855,82.642887,,osm
SGRM,Singaram,19.110297,83.104468,,osm
SGRR,Sangar,32.804707,75.050168,,osm
SGS,Shoghi railway station,31.039036,77.124748,,osm
SGUJ,Siliguri Junction,26.723785,88.413713,,osm
SGUT,Siliguri Town,26.705394,88.43109,,osm
SGV,Sargachhi,24.018158,88.244369,,osm
SGW,Singawal,26.036424,74.683165,,osm
SGYW,Singriawan,25.406218,85.283597,,osm
SGZ,Shamgarh,24.192032,75.642957,,osm
SHA,سوہاوہ ریلوے اسٹیشن,33.131597,73.429731,,osm
SHAD,Shahad,19.243584,73.158075,,osm
SHBA,Sahebtala,23.592127,88.201091,,osm
SHBC,Sibaichandi,22.974652,88.13387,,osm
SHBGJ,Sahebganj,26.296695,84.914851,,osm
SHC,Saharsa Junction,25.873386,86.594657,,osm
SHD,Shahdara,28.67343,77.289886,,osm
SHDL,شادن لنڈ,30.463593,70.725383,,osm
SHDM,Shahabad Markanda,30.165885,76.861666,,osm
SHDR,Shahdora Gaon,24.631099,77.588401,,osm
SHE,Seoraphuli Jn,22.774804,88.328358,,osm
SHEO,Shisho,26.204707,85.865739,,osm
SHER,Sher,26.355949,84.616157,,osm
SHG,Shahganj Junction,26.061354,82.679924,,osm
SHGI,شاہ گئی,34.018555,71.276003,,osm
SHGN,Shri Ghasinagar,27.095826,76.646375,,osm
SHH,Shapur Junction,21.477654,70.3707,,osm
SHHT,Singhaul Halt,25.434475,86.096624,,osm
SHIH,Sarhari Halt,26.12583,84.593825,,osm
SHIV,Shindawane,18.425843,74.118156,,osm
SHJ,Sahaspur Road,23.132529,87.676011,,osm
SHK,Sheikpura,25.131981,85.853353,,osm
SHKL,Shankrul,23.142012,87.654733,,osm
SHL,Sadhli,21.985639,73.290834,,osm
SHLK,Sholaka,27.973983,77.3609,,osm
SHLT,Shalashah Thana,23.836349,73.652239,,osm
SHLU,Shelu,19.063516,73.317926,,osm
SHLV,Selavi,23.702156,72.259397,,osm
SHM,Shalimar,22.555154,88.31539,,osm
SHMI,Shiroor,13.930972,74.594246,,osm
SHMR,Shyamsundar,23.081406,87.860648,,osm
SHMT,شاہ مرتضیٰ ہالٹ,27.079772,67.88279,,osm
SHN,Suchan Kotli,29.513527,75.183058,,osm
SHNG,Shivnagar,26.336506,81.883077,,osm
SHNX,Sheo Singh Pura,26.913598,75.567674,,osm
SHP,شکارپور,27.957908,68.646748,,osm
SHPK,Shastri Park,28.668434,77.25053,,osm
SHQ,شوری,28.649985,68.1421,,osm
SHR,Sihora Road,23.466994,80.109833,,osm
SHRD,Saij Sertha Road,23.209181,72.520673,,osm
SHRG,Shri Ramgarh,29.1801,74.971383,,osm
SHRN,Sant Hirdaram Nagar Railway Station,23.273708,77.33585,,osm
SHT,Shastri Nagar,28.670088,77.181859,,osm
SHTS,Sambhal,28.597172,78.56846,,osm
SHW,Samhon,26.734316,79.320729,,osm
SHWL,Sahuwala,29.359983,73.7914,,osm
SHX,Shukarullahpur,27.449096,79.469711,,osm
SHY,شہیدانوالا,29.612442,71.643403,,osm
SHZ,Summer Hill,31.108416,77.13904,,osm
SI,Sonaili,25.603757,87.715843,,osm
SIA,Shivalakha,23.384375,70.624924,,osm
SIB,سبی جنکشن,29.547566,67.869769,,osm
SIC,Sonik,26.586191,80.559833,,osm
SICP,Sindhi Camp,26.922474,75.799635,,osm
SICY,Shaheed Ishwar Chowdhary Halt,24.807523,85.02867,,osm
SID,Siddhpur,23.918279,72.368185,,osm
SIH,سِہالہ ریلوے اسٹیشن,33.551484,73.201032,,osm
SIHI,Shihori,24.070611,71.980566,,osm
SIHO,Siho,26.008945,85.50642,,osm
SIKA,Sikka,22.434911,69.839111,,osm
SIKD,Sikroda Kwanri,26.569552,77.963141,,osm
SIKR,Sikar Junction,27.616781,75.152946,,osm
SIL,Sakhigopal,19.942776,85.816036,,osm
SILO,Silao,25.084122,85.437309,,osm
SILR,Silari,26.302343,73.564903,,osm
SIM,Shri Amirgadh,24.404395,72.641367,,osm
SIMR,Srirampur P.H.,23.324422,87.319215,,osm
SIN,Sion,19.046521,72.863283,,osm
SINA,Srinagar Railway Station,34.023809,74.847251,,osm
SINI,Sini Junction,22.789102,85.946823,,osm
SINR,Sinor,21.91137,73.336247,,osm
SIOB,Samakhyali Junction,23.309585,70.503012,,osm
SIP,Suraimanpur,25.80831,84.481271,,osm
SIPA,Singhpokharia,22.499569,85.796729,,osm
SIPI,Saifai,26.963949,78.951606,,osm
SIPR,Sihapar Halt,26.758322,83.165185,,osm
SIR,Sirhind Juntion,30.623814,76.382365,,osm
SIRA,Sirhi Itara,26.36731,80.215619,,osm
SIRD,Sird,27.486656,72.509058,,osm
SIRN,Sirran,21.93391,76.215843,,osm
SISM,Sigoli Shyam,25.186953,75.010518,,osm
SIU,Singur,22.814569,88.229071,,osm
SIW,Shirvade,17.36089,74.157712,,osm
SIZ,Shrikhanda,23.595681,88.061684,,osm
SJA,Sijua,23.790023,86.33017,,osm
SJB,شجاع آباد ریلوے اسٹیشن,29.873069,71.324271,,osm
SJD,Saljida,22.784786,72.397735,,osm
SJDA,Sanjuje-Da-Areyal,15.265675,74.0108,,osm
SJDR,Sri Jhadeswar,20.603204,86.027973,,osm
SJER,Sanjarpur,26.017403,82.975931,,osm
SJF,Sajanvav Road,21.074551,71.606009,,osm
SJGM,Sanjay Gram,25.695,87.897964,,osm
SJH,سہجا,28.589036,70.562278,,osm
SJI,سنگجانی,33.696303,72.850373,,osm
SJKL,Surja Kama,25.935845,87.849752,,osm
SJM,Sajuma,29.726753,76.295872,,osm
SJN,Sanjan,20.192235,72.821085,,osm
SJNP,Sujanpur,32.31259,75.613307,,osm
SJP,Shujalpur,23.380576,76.72321,,osm
SJPA,Sujalpur,21.759542,87.656655,,osm
SJPR,Surjyapur,22.29349,88.466688,,osm
SJQ,Surajpur Road,23.289546,82.880511,,osm
SJRR,Sajerpar,26.422163,89.35285,,osm
SJS,Shamlaji Road,23.634494,73.3427,,osm
SJSM,Salemgarhmasani,29.549448,74.465665,,osm
SJSU,Shivaji Stadium,28.628896,77.211322,,osm
SJT,Shujaatpur,25.606067,81.402063,,osm
SJTR,Sojitra,22.543236,72.725418,,osm
SJU,سنجوال,33.809297,72.433008,,osm
SJV,Sanjhauli Halt,25.143035,84.190648,,osm
SK,Sakhun,26.737813,75.09123,,osm
SKA,Sikandra Rao,27.684371,78.388315,,osm
SKAR,Sakariya,24.604065,80.906008,,osm
SKB,Shikohabad,27.086294,78.575418,,osm
SKBN,Silakheri,23.095989,76.058208,,osm
SKBR,Shankarpur Bhadaura,24.103846,81.869291,,osm
SKBS,سکھ بیس,29.989265,71.792412,,osm
SKC,سخاکوٹ,34.456225,71.909876,,osm
SKDM,Sikroda Mina,26.723245,77.00226,,osm
SKE,سکھیکی ریلوے اسٹیشن,31.86242,73.503382,,osm
SKEN,Sukhsena,25.794513,87.116186,,osm
SKF,Sakhoti Tanda,29.192546,77.718628,,osm
SKG,Saktigarh,23.207033,87.96888,,osm
SKGH,Saktesgarh,24.999293,82.821557,,osm
SKHK,Sukhasan Kothi,25.846532,87.155984,,osm
SKI,Sakri Junction,26.208901,86.07882,,osm
SKIP,Ambajora Shikaripara,24.239826,87.460436,,osm
SKJ,Sahibpur Kamal Junction,25.427024,86.400379,,osm
SKJS,Shri Krishna Janam Asthan,27.504754,77.671073,,osm
SKLP,Shankarpur,27.43381,81.021963,,osm
SKN,Sri Krishna Nagar,25.883593,82.449025,,osm
SKND,Sukinda Road Junction,20.975038,86.051403,,osm
SKNP,Sarkanpur,24.823203,79.063965,,osm
SKO,شورکوٹ کینٹ جنکشن ریلوے اسٹیشن,30.787739,72.249634,,osm
SKPA,Sri Kalyanpura,25.189972,76.087203,,osm
SKPI,Sikarpai,19.384668,83.329543,,osm
SKPR,Sikarpur Halt,21.984928,78.946034,,osm
SKQ,Sikandarpur,28.247216,77.784644,,osm
SKR,Sakhpur,21.748945,69.833624,,osm
SKRI,Sikariya Railway Station,25.563185,84.348845,,osm
SKRP,Sikanderpur RMRG Station,28.480997,77.094437,,osm
SKT,Sakti,22.011904,82.955565,,osm
SKTN,Shakti Nagar,24.122947,82.704586,,osm
SKU,Sikroda,26.339735,77.733024,,osm
SKVL,Sankaval,15.371032,73.868582,,osm
SKVR,Shankar Vihar,28.560846,77.140281,,osm
SKW,Sheikhupur,28.003182,79.097638,,osm
SKX,Sarkara,29.161355,79.063399,,osm
SKY,Shikara,22.800178,79.85713,,osm
SLAP,Seelampur,28.669816,77.266814,,osm
SLB,Salboni,22.639649,87.321372,,osm
SLBN,Salai Banwa,24.438268,83.010377,,osm
SLD,Sakaldiha,25.331875,83.290219,,osm
SLF,Silli,23.351675,85.828293,,osm
SLG,Simlagarh,23.096305,88.231636,,osm
SLHA,Salhana,23.805475,80.638964,,osm
SLHI,Shilhauri Halt,25.952903,84.833848,,osm
SLHP,Sulah Himachal Pradesh,32.070819,76.476996,,osm
SLI,Sangli,16.858441,74.588084,,osm
SLIA,Salaia,24.208951,86.256894,,osm
SLJ,Sakrigali,25.242343,87.708878,,osm
SLJR,Salgajhari,22.758875,86.227177,,osm
SLKN,Sandal Kalan,29.063408,77.012804,,osm
SLKR,Salkaroad,22.366185,82.010405,,osm
SLL,سانگلہ ہل جنکشن ریلوے اسٹیشن,31.717075,73.375423,,osm
SLMA,Sulaimanabad,33.590203,72.314063,,osm
SLN,Sultanpur Junction,26.265156,82.067044,,osm
SLNA,Salauna,25.602399,86.261179,,osm
SLNK,سلطان کروڑی ہالٹ,31.53416,71.054191,,osm
SLP,Salpa,17.963023,74.171282,,osm
SLPM,Shivalingapuram,18.197314,83.066957,,osm
SLPR,Shilpaprabesh,22.058746,88.107463,,osm
SLR,Salogra,30.934895,77.130892,,osm
SLRA,Sarla Junction,21.506611,84.014492,,osm
SLRD,Surla Road,19.176461,84.718965,,osm
SLS,Salanpur,23.761478,86.875293,,osm
SLT,Silaut,26.038082,85.455413,,osm
SLV,Sandalpur,26.082939,78.203427,,osm
SLW,Sohawal,26.753045,81.983111,,osm
SLWR,Silawar,29.505086,77.344741,,osm
SLZ,Solari B.H.,19.800658,85.248241,,osm
SM,Samsi,25.276269,88.010118,,osm
SMA,سمہ سٹہ جنکشن ریلوے اسٹیشن‎,29.347727,71.546229,,osm
SMAE,Samudra Garh,23.335763,88.324866,,osm
SMBD,سمن آباد ریلوے اسٹیشن,31.391576,73.065104,,osm
SMBG,Shalimar Bagh,28.701957,77.165432,,osm
SMBH,Salim Pur Bihar,25.468962,85.467748,,osm
SMBJ,Shri Mahaveer Ji,26.684716,76.968274,,osm
SMBL,Simbhauli,28.764687,77.983237,,osm
SMBR,Sumber,33.298393,75.116941,,osm
SMBX,Samba,32.528497,75.120135,,osm
SMC,Samnapur,21.941876,80.156421,,osm
SMCK,Shyam Chak,22.36369,87.500883,,osm
SMDC,Sawai Madhopur 'D' cabin,26.040312,76.380653,,osm
SMDP,Shahbad Muhammadpur,28.560326,77.071554,,osm
SMDR,Simodara,21.459667,73.091259,,osm
SMF,Samar Gopalpur,28.959874,76.518293,,osm
SMH,Simraha,26.193585,87.322292,,osm
SMI,Sitamarhi,26.5947,85.505464,,osm
SMK,Samalkha,29.24151,77.003289,,osm
SMKR,Sham Kauria,26.034511,84.834125,,osm
SML,Shimla,31.102467,77.160059,,osm
SMLA,Samlaya Junction,22.484462,73.302536,,osm
SMLG,Shimiliguda,18.302765,82.954135,,osm
SMLT,Samloti,32.092348,76.344867,,osm
SMND,Sarmatanr,24.344172,85.657847,,osm
SMNE,Somatne,18.950646,73.14548,,osm
SMNH,Somnath,20.895717,70.408047,,osm
SMNN,Shri Makrinath Nagar,28.170783,74.808307,,osm
SMNR,Shyam Nagar,26.896477,75.770628,,osm
SMO,Semapur,25.525011,87.469897,,osm
SMP,Shambhupura,24.770614,74.64174,,osm
SMPA,Shyampura,25.24703,75.271932,,osm
SMPR,Shri Madhopur,27.457982,75.598193,,osm
SMQ,شام کوٹ ریلوے اسٹیشن,30.284119,71.845244,,osm
SMQL,Shamli,29.444942,77.316698,,osm
SMR,Samdari Junction,25.83727,72.574866,,osm
SMRL,Samrala,30.825246,76.177548,,osm
SMRR,Relwai Stesan Sumreri,24.007956,78.398971,,osm
SMT,Salamatpur,23.460948,77.672485,,osm
SMTA,Samuktala Road,26.483885,89.634845,,osm
SMTG,Saheed Matangini,22.300339,87.908362,,osm
SMTL,Simariatal,25.921671,78.303883,,osm
SMU,Shambhu,30.428894,76.683891,,osm
SMV,Sumaoli,26.373439,77.91564,,osm
SMX,Simurali,23.041183,88.510262,,osm
SMZ,Sarai Mir,26.028142,82.923954,,osm
SN,Sukna,26.790696,88.363364,,osm
SNA,Sadanapura,22.601188,73.011344,,osm
SNAD,Saniyad,21.920251,73.176048,,osm
SNAP,Sona Arjunpur,29.75734,77.452417,,osm
SNAR,Srinagar,25.364045,75.568878,,osm
SNB,Satnaur Badesron,31.261982,76.106966,,osm
SNBD,Sundarabad,23.131179,75.308003,,osm
SNBT,شاہ نواز بھٹو,27.670628,68.354891,,osm
SNC,S Narayan Chhapia,26.980999,82.395827,,osm
SNCR,Sanpada,19.065986,73.009533,,osm
SND,Sondimra,23.470293,85.799532,,osm
SNDA,Sandhiya,22.007974,73.760859,,osm
SNDD,Sindhudurg,16.112189,73.679855,,osm
SNDT,Sindri Town,23.661462,86.480248,,osm
SNDY,Sandai,28.569098,80.005831,,osm
SNE,Shenoli,17.201171,74.252056,,osm
SNGN,Sanganer,26.814622,75.773187,,osm
SNGP,Singhpur,23.254245,81.407978,,osm
SNHR,Sankhari,23.804552,72.16876,,osm
SNHT,Sanhati Halt,22.845876,88.704595,,osm
SNIE,Sath Naraini,25.794653,81.038895,,osm
SNJL,Sanjali,21.575494,72.988606,,osm
SNK,Sindkheda,21.244362,74.723972,,osm
SNKHN,Sunakhani,21.03374,85.157202,,osm
SNKP,Sankhalpur,23.516096,72.029282,,osm
SNKR,Sanka,23.528381,86.614776,,osm
SNL,Sanehwal,30.837992,75.979054,,osm
SNLR,Santalpur,23.759836,71.182202,,osm
SNM,Sitanagaram,18.657305,83.365461,,osm
SNMR,Soniyana Mewar,25.075776,73.95482,,osm
SNMY,Sindri Marshalling Yard,23.667505,86.463035,,osm
SNP,Sonipat Junction,28.989843,77.017118,,osm
SNPR,Singarpur,27.117626,77.728584,,osm
SNPU,Sonepur,20.838689,83.872976,,osm
SNR,Shyamnagar,22.828516,88.380189,,osm
SNRA,Sanwara,25.841916,83.920343,,osm
SNRD,Sandhurst Road,18.960924,72.839372,,osm
SNRI,سنہری ہالٹ,30.019807,68.038556,,osm
SNRL,Sansartali,19.529222,83.479773,,osm
SNRP,Sonipur Rupal,23.279913,72.603921,,osm
SNRR,Sansarpur,23.660004,80.330601,,osm
SNS,Sasni,27.703652,78.122202,,osm
SNSI,Sainagar Shirdi,19.7806,74.480662,,osm
SNSL,Sonshelu,21.267415,74.672248,,osm
SNSN,Sonasan,23.488448,72.894093,,osm
SNSR,Sanosara,23.213923,69.206569,,osm
SNT,Sainthia Junction,23.950504,87.681062,,osm
SNTD,Santaldih,23.596624,86.48331,,osm
SNTH,Sonthaliya,27.41159,75.515828,,osm
SNTL,Sanathal,22.964519,72.470411,,osm
SNTR,Shantinagar Halt,23.293382,88.637856,,osm
SNU,Sangrampur,22.225533,88.32986,,osm
SNVR,Sanvatsar,19.883751,74.560546,,osm
SNWS,Sainiwas,28.824572,75.56167,,osm
SNX,Saneh Road,29.690023,78.450151,,osm
SNYN,Soniyana,25.130099,74.625737,,osm
SNZ,Sherganj,28.37537,79.804252,,osm
SOA,Sanosara,21.748466,71.788498,,osm
SOAE,Somra Bazar,23.138452,88.433004,,osm
SOD,Sojat Road,25.861057,73.75423,,osm
SOE,Sheopur Kalan,25.671353,76.700577,,osm
SOF,Saota,23.48839,87.977445,,osm
SOG,Suratgarh Junction,29.32338,73.907064,,osm
SOGR,Sogra,22.152464,84.460308,,osm
SOHL,Sohal,31.974142,75.347914,,osm
SOJ,Sarojini Nagar,28.58121,77.196313,,osm
SOJI,Sarojini Nagar,28.575817,77.198079,,osm
SOJN,Sihor Junction,21.724546,71.956986,,osm
SOK,سلطان کوٹ,28.076137,68.596692,,osm
SOL,Solan,30.908412,77.098349,,osm
SOLA,Sovabazar Ahiritola,22.597529,88.354934,,osm
SOM,Somna,28.053182,77.948577,,osm
SON,سوہان برج ریلوے اسٹیشن,33.003597,71.768065,,osm
SONA,Sonamukhi,23.293606,87.414873,,osm
SONI,Soni,26.526219,78.552286,,osm
SONU,Sanu,27.256277,70.648975,,osm
SONW,Sonwarsa Halt,25.039723,85.663133,,osm
SOP,Shivpur Railway Station,25.35564,82.947573,,osm
SOPR,Sonma Pranpur halt,25.632098,86.225552,,osm
SOR,Sonagir,25.729809,78.409212,,osm
SORD,Sur Road,23.790271,72.962925,,osm
SORI,Sorai,23.556689,77.850578,,osm
SORO,Sora,21.291142,86.692351,,osm
SOS,Somesar,25.519937,73.450338,,osm
SOT,Shohratgarh,27.392064,82.956889,,osm
SOU,Supaul,26.117611,86.603038,,osm
SOW,Sohsarai,25.22964,85.539064,,osm
SOY,Sukrimangela,22.907111,79.834621,,osm
SP,Shadipur,28.651583,77.158259,,osm
SPBI,Samaypur Badli,28.744641,77.13827,,osm
SPBK,Sundarpur Barah Kalan,29.326032,76.418919,,osm
SPC,Sitapur City Junction,27.584015,80.680175,,osm
SPD,Supedi,21.758539,70.375843,,osm
SPDA,Sapda,23.158348,69.98079,,osm
SPDM,Singhpur Dumra,25.066363,79.896898,,osm
SPDR,Sheoprasadnager,23.310057,82.77128,,osm
SPG,سپنتنگی,29.941475,68.096961,,osm
SPJ,Samastipur Junction,25.859282,85.786636,,osm
SPJB,Saidpur Jalalabad,31.455886,75.186769,,osm
SPJO,شاہ پنجو,27.140756,67.93609,,osm
SPLE,Sujnipara Junction,24.57058,88.036997,,osm
SPN,Shahjahanpur,27.893404,79.904898,,osm
SPO,Surpura,27.70724,73.442888,,osm
SPP,Shahpur Patori,25.639293,85.581387,,osm
SPPA,Sherpur Dhipura,25.5998,85.844113,,osm
SPPR,Shudnipur,25.626186,82.640559,,osm
SPR,Sonarpur Junction,22.443192,88.430341,,osm
SPRA,Sillipur,26.082032,77.037155,,osm
SPRD,Singapur Road Junction,19.257469,83.40293,,osm
SPRM,Sitapuram,18.815291,83.98238,,osm
SPS,Shripat Shrikhanda,23.603816,88.069773,,osm
SPSR,Sarpeswar,20.475867,85.755025,,osm
SPT,Sompeta,18.980908,84.581575,,osm
SPX,Sapat Gram,26.334396,90.109606,,osm
SPYA,Sipaya,26.558563,84.330243,,osm
SPZ,Sampla,28.782293,76.773035,,osm
SQB,Singhabad,24.914951,88.291863,,osm
SQJ,Saila Khurd,31.292628,76.077409,,osm
SQK,Shankar,31.140881,75.539866,,osm
SQL,Sontalai,22.613091,77.950051,,osm
SQN,Sarai Kansrai,25.516,82.346151,,osm
SQQ,Salegaon,20.5635,85.957277,,osm
SQR,SultanpurLodhi Railway Station,31.210762,75.202135,,osm
SQS,Sigsigi,24.259499,83.854457,,osm
SQW,Sidhwalia,26.334575,84.667764,,osm
SR,Sabli Road,23.037024,71.955816,,osm
SRA,Semra,26.712088,84.814053,,osm
SRAS,Siras,26.256956,76.000828,,osm
SRAYA,Saraiya Junction,26.022759,85.118511,,osm
SRBA,Saragbundia,22.213777,82.732869,,osm
SRBR,Surbari,23.230528,70.696993,,osm
SRBZ,Seharabazar,23.109894,87.804443,,osm
SRC,Santragachi Junction,22.584699,88.283072,,osm
SRD,Surawadi,18.020062,74.334946,,osm
SRDH,Sarsadh,29.185,76.732579,,osm
SRDR,Sardarshahr,28.437888,74.47851,,osm
SRE,Saharanpur Junction,29.961459,77.54124,,osm
SRGD,Saragaon Deori,22.020824,82.742358,,osm
SRGH,Surajgarh,28.297926,75.731112,,osm
SRGP,Saragipali,20.984255,84.563895,,osm
SRGR,Saraigarh,26.293526,86.737672,,osm
SRGT,Surendranagar Gate,22.734926,71.63669,,osm
SRH,سرہاری,26.097152,68.47966,,osm
SRHA,Sukhpur Roha,23.224058,69.328224,,osm
SRI,Salmari,25.615731,87.83764,,osm
SRID,Shridham,23.034565,79.484784,,osm
SRJ,Shankargarh,25.180398,81.614133,,osm
SRJM,Sirjam,23.40402,86.835705,,osm
SRJN,Sirajnagar Halt,23.822174,88.269565,,osm
SRJR,سردار جھنڈیر,29.719263,72.049117,,osm
SRJW,سراج والا,29.722221,71.68704,,osm
