code,name,lat,lon,junction,source
KMLI,Kamli,23.862641,72.376005,,osm
KMME,Kumardubi,23.74755,86.79435,,osm
KMNA,Khemana,24.175987,71.974912,,osm
KMNC,Kuchaman City,27.053437,74.851346,,osm
KMND,Kumandih,23.764323,84.365243,,osm
KMNN,Khamanon,30.807926,76.324799,,osm
KMNP,Kishan Manpura,27.300876,75.506682,,osm
KMP,Kamlapur,27.381495,80.822375,,osm
KMPD,Karampada,22.062286,85.224091,,osm
KMPH,Kamalpur Halt,25.516573,87.837002,,osm
KMPR,Komarpur,23.734366,87.997046,,osm
KMRA,Kamnara,23.292556,87.87813,,osm
KMRJ,Kumarganj,25.218345,88.065838,,osm
KMRL,Kumrul,23.180453,87.603921,,osm
KMS,Karamnasi,25.240234,83.4309,,osm
KMSN,Masterda Surya Sen,22.47344,88.360898,,osm
KMST,Kamshet,18.766937,73.552432,,osm
KMTI,Kumarhatti,30.889192,77.056174,,osm
KMTN,مٹھن کوٹ,28.972348,70.354705,,osm
KMX,Komatipalli,18.381104,83.341397,,osm
KMZ,Katni Murwara,23.831369,80.391647,,osm
KMZA,Kankra Mirzanagar,22.658371,88.72183,,osm
KN,Kanhaiya Nagar,28.682408,77.164775,,osm
KNAD,Kanad,21.649421,71.92662,,osm
KNAR,Khanpur Ahir,27.909233,76.591442,,osm
KNBN,Netaji Bhavan,22.533182,88.345927,,osm
KNC,Kanchanpur Road,24.040791,81.642596,,osm
KND,Kandra Jn,22.852884,86.048033,,osm
KNDI,Kandrori,32.184633,75.669442,,osm
KNDL,Khandel,26.95266,75.279575,,osm
KNDP,Khandip,26.640892,76.911997,,osm
KNDR,Kandari,22.06135,73.159193,,osm
KNDS,Khandeshwar,19.00735,73.095283,,osm
KNDX,Khandi,25.954561,73.057867,,osm
KNE,Kishanganj,26.098334,87.950442,,osm
KNF,Khanudih,23.797402,86.202544,,osm
KNG,Kathunangal,31.728871,75.015773,,osm
KNGN,Kanhegaon,19.816812,74.571537,,osm
KNGR,Kashinagar,18.857001,83.876279,,osm
KNGT,Karnawas New Grain Market,28.133867,76.590333,,osm
KNH,Konch,25.995318,79.157725,,osm
KNHE,Kanhe,18.762097,73.594046,,osm
KNHP,Kanhaipur Halt,25.454535,85.841152,,osm
KNHR,Kirnahar,23.764003,87.88054,,osm
KNJ,Krishnanagar City Junction,23.388667,88.493535,,osm
KNJI,Karanjali,22.034817,88.245697,,osm
KNKT,Kanakot,22.488256,70.876938,,osm
KNL,Kalanwali,29.834397,74.980266,,osm
KNLI,Kangali Halt,27.010008,84.723759,,osm
KNLS,Kanalus Junction,22.319517,69.896293,,osm
KNM,Kanimahuli,22.48272,86.78024,,osm
KNN,Khanna,30.708775,76.223487,,osm
KNNA,Khinaniyan,29.346067,74.717605,,osm
KNNK,Kanina Khas,28.32143,76.301923,,osm
KNOT,خاڻوٺ,25.748943,68.294226,,osm
KNP,Khanapur,15.637775,74.499703,,osm
KNPR,Kendrapara Road,20.498512,85.917811,,osm
KNPRA,Kendrapara,20.496219,86.412002,,osm
KNPS,Kendposi,22.27974,85.72693,,osm
KNR,Kankinara,22.866753,88.405593,,osm
KNRA,Kachnaria,23.877056,76.869636,,osm
KNRI,Kunuri,23.916314,87.611042,,osm
KNRN,Kanaroan,22.60264,84.877768,,osm
KNRT,Kuneru,18.96739,83.440112,,osm
KNS,Kanchausi,26.59782,79.634769,,osm
KNSN,Karnasubarna,24.026959,88.178045,,osm
KNSR,Kanasar,28.139444,73.327922,,osm
KNT,Kanth,29.059364,78.621503,,osm
KNTJ,Netaji,22.480993,88.346,,osm
KNU,Kanjh,23.304982,72.154792,,osm
KNW,Khandwa Junction,21.824516,76.353362,,osm
KNWS,Karanwas,23.809502,76.814144,,osm
KNZ,Kalanour,30.082838,77.339838,,osm
KOA,Karonda,24.330217,78.265119,,osm
KOAA,Kolkata,22.601277,88.384147,,osm
KOBL,Kechobahal,21.9205,83.872212,,osm
KOD,Kharaghoda,23.170191,71.719176,,osm
KODR,Kodinar,20.79717,70.695721,,osm
KOF,Marwar Kori,24.911982,72.273717,,osm
KOG,Konnagar,22.70126,88.342511,,osm
KOI,Khodri,22.665537,81.935204,,osm
KOL,Kolad,18.392023,73.223425,,osm
KOLE,Kole,23.685732,85.124962,,osm
KOLI,Kesholi,24.729028,76.789136,,osm
KONA,Kona,22.618466,88.296875,,osm
KONY,Kisoni,23.304167,76.376956,,osm
KOO,Khusropur,25.485406,85.387545,,osm
KOP,Shri Chatrapati Shahu Maharaj Terminus,16.702736,74.23768,,osm
KOPR,Kopar,19.212423,73.078865,,osm
KOR,کروڑ,31.218813,70.963624,,osm
KORI,Khori,28.188514,76.502183,,osm
KORL,Kural,22.130251,72.931797,,osm
KOS,خوست,30.223647,67.578366,,osm
KOSR,کوہسار,29.699679,67.509224,,osm
KOT,کوٹری,25.366818,68.298259,,osm
KOTA,Kota Junction,25.223983,75.880853,,osm
KOTHRUD,Kothrud,18.503889,73.807673,,osm
KOTI,Koti,30.852123,76.99405,,osm
KOV,Kirloskarvadi,17.083229,74.417237,,osm
KOVD,Kolvada,23.271211,72.612172,,osm
KOW,کالووال ریلوے اسٹیشن,33.023995,73.658796,,osm
KOX,Kachujor,23.841759,87.463977,,osm
KOY,Kherol,23.306113,72.932897,,osm
KP,Keshav Puram,28.688926,77.161683,,osm
KPA,Kanchrapara,22.946239,88.451378,,osm
KPAA,کوٹ پیر عبد العزیز ہالٹ,30.30306,73.136926,,osm
KPAW,Kanchrapara Workshop Gate,22.934712,88.444811,,osm
KPB,Kharpokhra,27.142527,84.152866,,osm
KPC,کلپانی,34.242054,71.985595,,osm
KPCM,Kuwarchintawa,26.515977,84.944872,,osm
KPE,Kauwapur,27.514195,82.296706,,osm
KPEN,Krishna Park Extension,28.647792,77.084343,,osm
KPG,Kopargaon Railway Station,19.903466,74.503587,,osm
KPGM,Karpurigram,25.869745,85.724954,,osm
KPHN,Koparkhairne,19.103245,73.011311,,osm
KPI,Kalpi,26.120063,79.75609,,osm
KPJ,Kopaganj,26.024275,83.572315,,osm
KPJG,Kerejanga,20.855163,84.976405,,osm
KPK,Kalipahari,23.66485,87.016255,,osm
KPKI,Qasimpur Kheri,29.182785,77.285987,,osm
KPL,Kantakpalle,17.954975,83.207969,,osm
KPLD,Kapali Road,21.045497,86.420148,,osm
KPLE,Kopai,23.752694,87.689794,,osm
KPLR,Koparlahar,32.051996,76.250615,,osm
KPNA,Kapan,22.026117,82.49434,,osm
KPO,Karanpura,27.123128,76.7786,,osm
KPP,Kalapipal,23.33306,76.835012,,osm
KPR,خان پور,28.640131,70.649411,,osm
KPRD,Kalyanpur Road,25.25411,86.610029,,osm
KPS,Kopa Samhota,25.852243,84.652458,,osm
KPSK,Park Street,22.555159,88.350117,,osm
KPTN,Keshorai Patan,25.323453,75.937378,,osm
KPTO,Karanpurato,25.142555,87.73399,,osm
KPV,Kashipur Junction,29.204663,78.960857,,osm
KPXR,Kaipadar Road,20.104605,85.639457,,osm
KPZ,Kapren,25.444117,76.085766,,osm
KQE,Kala-Akhar,22.39508,77.818307,,osm
KQF,Khadeen,25.728931,71.12796,,osm
KQL,Kandhla,29.32393,77.292533,,osm
KQM,کھومان,25.95673,68.187696,,osm
KQO,کوٹ لالو,26.683221,68.292932,,osm
KQP,کہروڑپکا,29.628447,71.898919,,osm
KQR,Koderma Junction,24.435188,85.527945,,osm
KQRT,Koderma Town,24.46581,85.609908,,osm
KQS,Kailaras,26.303758,77.618975,,osm
KQSA,خانقاہ سراجیہ,32.411858,71.45478,,osm
KQU,Kamarkundu,22.821677,88.20473,,osm
KQW,Kheduli,26.758877,74.014298,,osm
KR,Kevedi,21.491158,73.456159,,osm
KRAI,Kaher,21.136441,73.294151,,osm
KRAR,Khariar Road,20.901324,82.510975,,osm
KRBA,Korba,22.337575,82.713103,,osm
KRBP,Khudiram Bose Pusa,25.906724,85.672206,,osm
KRBU,Kiriburu,22.075188,85.25227,,osm
KRC,Kiroda,27.006947,74.311791,,osm
KRCD,Kharwa Chanda,24.417088,73.811671,,osm
KRD,Karad,17.309634,74.216865,,osm
KRDN,Karaundhana,27.040789,78.024612,,osm
KRE,Kartarpur,31.432925,75.491839,,osm
KRG,Koregaon,17.691995,74.149068,,osm
KRGA,Kuranga,22.060531,69.170045,,osm
KRH,Khairthal,27.797829,76.64175,,osm
KRHA,Korahia,26.529398,86.154405,,osm
KRIH,Korai,20.95974,86.176728,,osm
KRJ,Khurja Juction,28.20737,77.818512,,osm
KRJD,Karjoda,24.221568,72.457136,,osm
KRJR,Karjara,24.808949,85.153225,,osm
KRKM,Khara Kameri,25.350018,73.943984,,osm
KRKN,Karkend,23.766199,86.369638,,osm
KRKR,Kurkura,22.790873,84.927176,,osm
KRL,Kotarlia,21.88367,83.48302,,osm
KRLI,Kurali,30.834898,76.572102,,osm
KRLR,Karaila Road Junction,24.270222,82.725201,,osm
KRLS,Kurlasi,24.355558,75.728114,,osm
KRMA,Karamtola,25.255166,87.553237,,osm
KRMD,Kuarmunda,22.304701,84.779794,,osm
KRMI,Karmali,15.490454,73.924552,,osm
KRMP,Kumaripur,25.437808,87.606678,,osm
KRMY,Karmaliyapura,22.228155,73.437559,,osm
KRN,کھاریاں ریلوے اسٹیشن,32.815698,73.856059,,osm
KRNC,کھاریاں چھاؤنی ریلوے اسٹیشن,32.773488,73.889978,,osm
KRND,Khorason Road,26.088954,82.865985,,osm
KRNN,Karnauti Halt,25.438759,85.542633,,osm
KRO,Kurawan,22.205336,76.904619,,osm
KRON,Karona,25.262766,85.005774,,osm
KRP,Krishnapur,24.406527,88.256491,,osm
KRPA,Khariapipra Halt,25.236747,86.644922,,osm
KRPN,Kharepatan Road,16.568979,73.66075,,osm
KRPU,Koraput Junction,18.792043,82.718925,,osm
KRQ,Karari,25.530774,78.508887,,osm
KRRA,Karra,23.121644,85.132764,,osm
KRRI,Khairranji,22.420673,80.046284,,osm
KRS,Karisath,25.549471,84.563284,,osm
KRSA,Kharsaliya,22.705022,73.554299,,osm
KRSD,Rabindra Sadan,22.54149,88.347349,,osm
KRSL,Krishnashilla,24.158565,82.767033,,osm
KRSW,Kohar Singh Wala,30.760147,74.445633,,osm
KRT,Khurahat,25.985259,83.455354,,osm
KRTA,Karkatta,24.298603,83.838063,,osm
KRTH,Kiratgarh,22.538132,77.772975,,osm
KRTL,Kartauli,28.17127,79.248615,,osm
KRTN,Kirti Nagar,28.647577,77.145644,,osm
KRTP,Kartoli Punjab,31.853931,75.950289,,osm
KRTR,Karota Patri Halt,25.152647,86.037383,,osm
KRU,Kheralu,23.88217,72.628316,,osm
KRUH,Kharaundh,24.643123,85.442509,,osm
KRW,Kharwa,26.204231,74.426082,,osm
KRXM,Krishna Mohan,22.32954,88.450589,,osm
KRYA,Kurraiya,28.399889,80.259963,,osm
KRYR,Karamsad,22.532968,72.916874,,osm
KRZ,Kharawar,28.831343,76.681063,,osm
KS,Kheta Sarai,25.966016,82.689159,,osm
KSA,Khasa,31.612403,74.72851,,osm
KSAI,Kosadi,21.462117,73.101038,,osm
KSB,Kosamba Junction,21.464798,72.954941,,osm
KSBI,Kashia Bari,26.383224,88.77159,,osm
KSBP,Keshabpur,22.220776,87.950054,,osm
KSC,Kashi Chak,25.071317,85.720241,,osm
KSD,Keshod,21.298127,70.251502,,osm
KSDE,Karsindhu,29.391291,76.731292,,osm
KSE,Kosad,21.261196,72.867483,,osm
KSF,Khalispur,25.526725,82.830876,,osm
KSG,Kishangarh,26.575597,74.824877,,osm
KSH,Kali Sindh,23.344498,76.429377,,osm
KSHI,Kaushambi,28.645286,77.324343,,osm
KSHR,Keshwari,24.207646,85.849797,,osm
KSHT,Khetia,23.313686,87.88507,,osm
KSI,Kosli,28.411485,76.465484,,osm
KSJ,Kasganj Junction,27.801985,78.646127,,osm
KSK,Kasimkota,17.673602,82.964465,,osm
KSLA,Kesla,22.536385,77.823854,,osm
KSMB,Kusumha Bihar,25.101566,85.775388,,osm
KSNA,Kansar Nawadah,24.026031,85.29008,,osm
KSNG,Kesinga,20.190639,83.222774,,osm
KSNR,Khushal Nagar,26.987897,83.698703,,osm
KSO,Khemasuli,22.338431,87.185129,,osm
KSP,Kishanpur,25.925249,85.84057,,osm
KSPR,Kashipura Sarar,22.116159,73.144658,,osm
KSR,Kasturi,27.14076,81.751901,,osm
KSRA,Kasara,19.648232,73.473589,,osm
KSRYA,Kesariya,26.349152,84.859702,,osm
KSS,Kusheshwar Asthan,25.812726,86.302347,,osm
KSTA,Kastha,24.802314,84.920969,,osm
KSTH,Kashti,18.524297,74.59878,,osm
KSU,Kustaur,23.403172,86.454035,,osm
KSUA,Kashipura,23.124185,73.175661,,osm
KSV,Kosi Kalan,27.78804,77.445807,,osm
KSW,Kheri Salwa,26.428227,73.389995,,osm
KSWD,Kasarwadi,18.608093,73.820868,,osm
KSX,Kotshila Junction,23.411277,86.07953,,osm
KSY,Kusiargaon,26.052714,87.482453,,osm
KT,Kumta,14.43724,74.421244,,osm
KTA,Kushtala,25.961084,76.326959,,osm
KTAL,Kathlal,22.896863,72.986184,,osm
KTAN,کھاٹن,29.671343,73.174692,,osm
KTCE,Katoghan,25.730783,81.162412,,osm
KTD,Kantadih railway station,23.218684,86.296886,,osm
KTDA,Katuda,22.804634,71.601325,,osm
KTDD,Kataiya Dandi,25.149218,81.398174,,osm
KTE,Katni Junction,23.834763,80.400698,,osm
KTES,Katni South,23.816597,80.400932,,osm
KTF,Kotfateh,30.123176,75.08265,,osm
KTGA,Keutguda Junction,19.304129,83.368399,,osm
KTGD,Koth Gangad,22.627113,72.300668,,osm
KTGN,Kotla Gujran,31.811208,74.943353,,osm
KTH,Katrasgarh,23.79617,86.30179,,osm
KTHA,Khutaha,24.807485,80.860915,,osm
KTHD,Kothari Road,22.129529,82.695883,,osm
KTHE,Katahri,26.494887,82.447642,,osm
KTHL,Kathola,27.143721,81.871389,,osm
KTHU,Kathua,32.398112,75.550694,,osm
KTI,Kanti,26.199895,85.285795,,osm
KTIA,Kothia,25.356666,75.698176,,osm
KTJ,Khaltipur,24.875073,88.021297,,osm
KTJI,Kathajori,20.450406,85.896288,,osm
KTKD,Katangi Khurd,23.776352,80.484885,,osm
KTKH,Kotlakheri,22.074719,76.174435,,osm
KTKL,Kotli Kalan,30.040804,75.29746,,osm
KTKP,Thakurpukur,22.464368,88.307532,,osm
KTKS,Kantakosh,25.334009,87.674416,,osm
KTLA,Katkola,21.851906,69.883716,,osm
KTLN,Khatlabana,30.008545,73.848759,,osm
KTLP,Katalpur Halt,26.229746,84.773014,,osm
KTMA,Kotma,23.202693,81.979107,,osm
KTNA,Kathana,22.299443,72.807412,,osm
KTNR,Kirtyanand Nagar,25.821014,87.396574,,osm
KTO,Katora,23.307774,82.680552,,osm
KTOA,Kotana,23.917097,73.726686,,osm
KTOR,Katoriya,24.740725,86.729214,,osm
KTPK,Kotha Pakki,30.145553,73.948136,,osm
KTQ,Kudra,25.049177,83.792502,,osm
KTR,Kothar,24.980122,73.123851,,osm
KTRA,Kotra,25.811227,78.381072,,osm
KTRD,Katosan Road Junction,23.406103,72.243664,,osm
KTRH,Katareah,25.400106,87.196307,,osm
KTRI,Katari,24.999603,85.268788,,osm
KTRK,Kutrukhamar PH,19.903896,83.058526,,osm
KTRR,Kathara Road,26.309905,80.228577,,osm
KTRT,Taratala,22.507686,88.320384,,osm
KTS,کوٹ سلطان,30.764482,70.93528,,osm
KTSB,کوٹ سمابہ,28.536957,70.480678,,osm
KTSH,Kotmi Sonar,22.024619,82.36312,,osm
KTT,Khutbav,18.486004,74.315655,,osm
KTV,Kottavalasa Junction,17.890954,83.186361,,osm
KTW,Kotdwara,29.744628,78.522035,,osm
KTWS,Kathuwas,28.133338,76.344103,,osm
KTZ,Khutwansa,22.548322,77.607797,,osm
KUA,Kulharia,25.568207,84.758203,,osm
KUB,Kasba,25.860245,87.529841,,osm
KUCE,Kuchai,22.010882,86.697273,,osm
KUDL,Kudal,16.017235,73.678052,,osm
KUDN,Kudni,29.744739,75.851263,,osm
KUE,Kursela,25.438806,87.252116,,osm
KUH,Khachrod,23.442547,75.286378,,osm
KUHM,Kusmahi,23.783224,84.7832,,osm
KUJU,Kuju,23.725451,85.502205,,osm
KUK,Korukonda,18.053685,83.320281,,osm
KUKA,Khui Khera,30.30519,74.078328,,osm
KUMB,Kumarbagh,26.874295,84.512071,,osm
KUMT,Kurmahat,24.531437,87.11534,,osm
KUN,Karnal,29.695115,76.969829,,osm
KUND,Kund,28.144196,76.393252,,osm
KUP,Kup,30.600154,75.852249,,osm
KUPR,Khurdpur,31.42569,75.723687,,osm
KUQ,Kuretha,25.495247,87.643913,,osm
KUR,Khurda Road Junction,20.153114,85.707633,,osm
KURJ,Khajuraho,24.79639,79.889288,,osm
KURN,Khukrana,29.399956,76.906863,,osm
KURT,Khurda Town,20.158121,85.593301,,osm
KURV,Kurwa,24.24768,87.287789,,osm
KUS,قصور جنکشن,31.117886,74.442669,,osm
KUT,Kanauta,26.842278,75.955417,,osm
KUTA,कुर्था,26.749184,85.892892,,osm
KUTL,Kuwanthal,25.408603,73.923112,,osm
KUU,Kuhuri B.H.,19.85999,85.352654,,osm
KUW,Kanwar,25.703652,81.214644,,osm
KUX,Khirsadoh,22.17647,78.773432,,osm
KUZ,قُطب پُور,29.902056,71.758842,,osm
KV,Kayavarohan,22.077897,73.249676,,osm
KVA,Kavas,25.870729,71.548123,,osm
KVB,کابل دریا,34.018423,71.992722,,osm
KVC,Kaparpura,26.16392,85.326024,,osm
KVD,Khurmabad,24.977438,83.946076,,osm
KVG,Kundanganj,26.39611,81.136866,,osm
KVGM,Kolvagram,26.98987,76.469124,,osm
KVH,Khambel,23.608273,72.042093,,osm
KVJ,Keshavganj,24.856592,73.071976,,osm
KVLS,Karakavalsa,18.292058,82.992306,,osm
KVNJ,Kapadvanj,23.019588,73.07894,,osm
KVO,Kevdi Road,20.808161,73.41185,,osm
KVQ,Kosiara,24.47721,83.904664,,osm
KVX,Kusumbhi,26.639279,80.654006,,osm
KW,Kherwadi,20.046855,73.973918,,osm
KWAE,Katwa Junction,23.640004,88.123757,,osm
KWAR,Kawar,24.247869,86.181839,,osm
KWB,Kaniwara,22.218261,79.732914,,osm
KWC,Kundwa Chainpur,26.771019,85.185344,,osm
KWD,Karwandia,24.950416,84.091977,,osm
KWDP,Kakdwip,21.881292,88.193995,,osm
KWE,Khurial,25.490641,87.826798,,osm
KWH,Kachhwa Road,25.250917,82.707122,,osm
KWI,Kivarli,24.539719,72.842184,,osm
KWJ,Khojewala,31.359467,75.469165,,osm
KWL,خانیوال جنکشن ریلوے اسٹیشن,30.309744,71.929796,,osm
KWMD,Kumbhawas Mundhalia Dabri,28.249381,76.655251,,osm
KWO,Karauta,25.473823,85.444826,,osm
KWP,Khatipura,26.836121,75.891071,,osm
KWR,Koelwar,25.569373,84.792755,,osm
KWS,قلعہ دیوا سنگھ,30.512034,73.757342,,osm
KWT,Khanalampura West,29.945912,77.561297,,osm
KWW,Kuswa,27.473899,78.404187,,osm
KWX,کلیام آوان ریلوے اسٹیشن,33.43277,73.223062,,osm
KXA,Kuanriya,25.110237,74.009906,,osm
KXB,Kanjiya,24.351652,78.164569,,osm
KXC,Kagmala,24.844238,72.270209,,osm
KXE,Kalian Chak,25.03906,87.739077,,osm
KXF,Kampil Road,27.568965,79.259476,,osm
KXG,Kharia Khangarh,26.612801,73.68969,,osm
KXH,Kapurthala,31.366586,75.38225,,osm
KXK,Kharkhauda,28.841671,77.736114,,osm
KXM,Kitham,27.254392,77.81777,,osm
KXN,Kansbahal,22.212284,84.667581,,osm
KXZ,Kesariya Road,22.911034,71.81747,,osm
KY,Kareli,22.932253,79.066684,,osm
KYA,Kauriya Halt,25.550732,84.521742,,osm
KYBR,Khairatiya Bandh Road,28.344747,81.039337,,osm
KYC,کراچی شہر,24.848569,67.006238,,osm
KYE,Khurai,24.052194,78.330967,,osm
KYF,Kajrat Nawadih,24.590262,84.049946,,osm
KYG,Kidiyanagar,23.470365,70.757264,,osm
KYH,Khairah,25.861449,84.760667,,osm
KYI,Kalyani Main,22.969159,88.467418,,osm
KYN,Kalyan Junction,19.235822,73.13081,,osm
KYNT,Kalyankot,29.274765,73.600675,,osm
KYP,Kalyanpur,22.343456,88.414597,,osm
KYSB,Kaiyal Sedhavi,23.417622,72.431398,,osm
KYT,Kailahat,25.155631,82.948137,,osm
KYW,Karchhue,26.231238,84.203731,,osm
KYX,Karhiya Bhadoli,23.858337,79.504977,,osm
KYY,Kariha,31.149445,76.060436,,osm
KZA,Khadda,27.182804,83.867952,,osm
KZH,Kila Zafargarh,29.081002,76.428547,,osm
KZI,Kandrawali,29.382049,77.293439,,osm
KZL,کشمور,28.438616,69.583456,,osm
KZN,کنگنپور,30.758448,74.12198,,osm
KZPE,Kazipara Halt,23.906344,88.188161,,osm
KZPR,Kazipara,22.72265,88.508366,,osm
KZQ,Khimel,25.297488,73.277811,,osm
KZS,Kuakhera,28.528137,78.763412,,osm
KZU,Kunki,22.875765,86.067251,,osm
KZW,Kattar Singh Wala,30.158735,74.999864,,osm
KZX,Khuda Kurala,31.743864,75.648843,,osm
LAA,Lakhpat,23.591782,71.021125,,osm
LAC,Lachipura,26.325564,74.64884,,osm
LAD,Lohardaga,23.446741,84.706787,,osm
LAH,لیہ,30.968101,70.943384,,osm
LAK,Lakho Railway St.,25.41674,86.205606,,osm
LAL,Lushala,21.392077,70.326458,,osm
LAN,Lotana,22.512466,73.346583,,osm
LAP,Lohapur,24.302334,87.963408,,osm
LAR,Lalitpur Junction,24.687873,78.395726,,osm
LAT,Lathi,21.73936,71.386782,,osm
LATH,Lath,29.063308,76.789011,,osm
LAU,Ladnun,27.643388,74.40539,,osm
LAV,Labha,25.439813,87.744595,,osm
LBA,Lambhua,26.13415,82.223482,,osm
LBD,Limbodra,23.374756,72.678597,,osm
LBN,Laban,25.573307,76.208278,,osm
LBP,Labpur,23.812563,87.8057,,osm
LBT,Lalgarh Bihar Halt Railway Station,24.160747,83.973521,,osm
LBTL,Lebutala,22.666696,88.63994,,osm
LBW,Laiburwa Halt,27.526549,82.467744,,osm
LC,Lucknow City,26.859306,80.918089,,osm
LCAE,Lalbag Court Road,24.175479,88.246611,,osm
LCH,Linch,23.527026,72.355996,,osm
LCK,Lakhochak Halt,25.139491,86.136914,,osm
LD,Londa Junction,15.448949,74.495498,,osm
LDA,Lidhora Khurd,23.852182,78.876118,,osm
LDCY,Lodhi Colony,28.579754,77.216873,,osm
LDH,Ludhiana Junction,30.912252,75.849376,,osm
LDK,Ladhuka,30.500804,74.122814,,osm
LDKN,لنڈی کوتل,34.093718,71.146599,,osm
LDM,Ladermer,25.055684,72.347159,,osm
LDO,لنڈو,26.02807,68.546969,,osm
LDP,Lodhipur Bishanpur,28.871911,78.710154,,osm
LDR,Landaura,29.814493,77.941557,,osm
LDS,لنڈسے,29.215162,67.923689,,osm
LDU,Lunidhar,21.715889,71.086522,,osm
LDW,Ladhowal,30.977746,75.796624,,osm
LDX,Ladda,19.102767,83.41252,,osm
LEB,Lemuabad,25.482521,85.7784,,osm
LEK,Lakhakhera,23.760734,80.564356,,osm
LER,Lehra,27.168567,83.228421,,osm
LGB,Lohgarh Abub,29.881697,74.581638,,osm
LGCE,Lagargawan,24.464623,80.814876,,osm
LGH,Lalgarh Junction,28.043431,73.314535,,osm
LGL,Lalgola,24.421361,88.258021,,osm
LGO,Lalgopalganj Railway Station,25.642242,81.629924,,osm
LGR,لنگر ریلوے اسٹیشن,33.457628,72.052552,,osm
LGTR,Lingaraj Temple Road,20.235113,85.816377,,osm
LHA,Lehra Gaga,29.938196,75.810203,,osm
LHB,Lahabon,24.640684,86.600482,,osm
LHBK,Lothal Bhurkhi,22.553764,72.224077,,osm
LHK,Lehra Khana,30.224951,75.136664,,osm
LHLL,Lahli,28.85389,76.446353,,osm
LHM,Lehra Muhabhat,30.239752,75.171092,,osm
LHNA,Lohanda,25.353383,85.27951,,osm
LHNR,Lakshmanpur Halt,27.531768,82.339727,,osm
LHR,لاہور جنکشن,31.5774,74.33648,,osm
LHU,Loharu Junction,28.42713,75.803209,,osm
LHW,Loharwara,27.199964,75.676579,,osm
LIG,Linga,21.964799,78.937226,,osm
LIJ,Lakshmiganj,26.930259,83.782638,,osm
LIL,Lilma,25.750965,70.469598,,osm
LIM,Sonalium,15.30957,74.298593,,osm
LIR,,27.254054,83.378799,,osm
LJN,Lucknow Junction,26.83151,80.922298,,osm
LJPN,Lajpat Nagar (Violet Line),28.570597,77.236401,,osm
LJR,Lanjigarh Road Jn,19.944278,83.401286,,osm
LKB,Lakshmipur Bhorang,25.290373,87.375579,,osm
LKBL,Lakhabawal,22.408765,69.999473,,osm
LKD,Lakodra,21.981373,73.09494,,osm
LKE,Lakheri,25.639416,76.193147,,osm
LKF,Lake Gardens,22.508055,88.353329,,osm
LKK,Layalpur Khalsa College,31.311415,75.595223,,osm
LKKD,Lakkadkot,21.161431,73.618242,,osm
LKMN,Lokmanya Nagar,22.691351,75.847097,,osm
LKMR,Lakshmipur Road,19.002967,83.10413,,osm
LKN,Lakhminia,25.426043,86.310033,,osm
LKNA,Lakhna,20.730189,82.663038,,osm
LKNR,Lakhpat Nagar,27.027626,82.277589,,osm
LKO,Lucknow Charbagh,26.831158,80.924361,,osm
LKPR,Lakshmikantapur,22.110052,88.321897,,osm
LKQ,Laukaha Bazar,26.542987,86.462603,,osm
LKR,Luckeesarai Junction,25.171935,86.094437,,osm
LKRD,لاکھا روڈ,26.990834,68.345352,,osm
LKS,Lunkaransar,28.49313,73.743143,,osm
LKU,Lalkuan Junction,29.071096,79.517428,,osm
LKW,Lakhewali,30.448299,74.342532,,osm
LKX,Lakshimipur,23.502978,88.303133,,osm
LKZ,Lakadiya,23.340592,70.578341,,osm
LLD,Lalawadi,21.93098,78.190443,,osm
LLGM,Lelligumma,19.303897,83.208471,,osm
LLGRI,Lalitgiri,20.597627,86.287347,,osm
LLH,Liluah,22.620903,88.339404,,osm
LLJ,Lalganj,26.172319,80.973185,,osm
LLJP,Lalganj Pakri,25.85495,85.192745,,osm
LLKN,Lal kalan,30.826875,76.100848,,osm
LLM,لالہ موسیٰ جنکشن ریلوے اسٹیشن,32.700039,73.949505,,osm
LLP,Lalitgram,26.357794,87.013236,,osm
LLQA,Lal Quila,28.657483,77.236661,,osm
LLR,Lalpur,26.318614,79.948381,,osm
LLSOT,Lalsot,26.54919,76.354993,,osm
LLU,Lalru,30.47971,76.794429,,osm
LM,Limbdi,22.566001,71.789942,,osm
LMA,Lambiya,25.584488,74.587013,,osm
LMB,Limbara,21.439531,73.038575,,osm
LMC,Lakhamanchi,22.571704,71.148569,,osm
LMK,Limkheda,22.834878,73.984653,,osm
LMN,Lachhmanpur,26.050588,81.25753,,osm
LMNR,Lakshmibai Nagar,22.746635,75.855656,,osm
LMO,Liliya Mota,21.539924,71.372505,,osm
LMP,Lakhimpur,27.947131,80.777264,,osm
LN,Laxmi Nagar,28.630597,77.277523,,osm
LNA,Lamana,26.246597,74.467006,,osm
LND,لانڈھی ریلوے اسٹیشن,24.850847,67.211895,,osm
LNDHH,Laundh,24.709306,85.423258,,osm
LNH,Lachhmangarh Sikar,27.833053,75.033859,,osm
LNJ,Langhnaj,23.457394,72.493387,,osm
LNK,Lohian Khas Junction,31.165431,75.196492,,osm
LNL,Lonavala,18.750369,73.406944,,osm
LNLA,Lanela,27.101215,70.826207,,osm
LNMA,Lakhan Majra,29.039077,76.46584,,osm
LNN,Lonand,18.04068,74.190221,,osm
LNO,Lohna Road,26.221584,86.229463,,osm
LNR,Luni Richha,23.661161,75.514251,,osm
LNS,Lunsu,32.01894,76.179202,,osm
